Unnamed: 0,carat,cut,color,clarity,depth,table,x,y,z,target
16287,1.01,4,1,5,63.3,58.0,6.38,6.35,4.03,1
16288,1.01,4,1,5,63.3,60.0,6.33,6.3,4.0,1
16289,1.01,3,1,5,58.1,60.0,6.58,6.51,3.8,1
16290,1.01,2,3,5,61.5,57.0,6.49,6.45,3.98,1
16291,1.01,4,1,5,61.1,62.0,6.39,6.5,3.94,1
16292,1.01,1,1,5,58.9,62.0,6.55,6.63,3.88,1
16294,1.0,4,1,5,62.6,60.0,6.35,6.4,3.99,1
16296,1.22,2,2,3,62.5,56.0,6.85,6.81,4.27,1
16297,1.32,3,4,7,61.3,58.0,7.05,7.01,4.31,1
16298,1.0,3,2,5,61.9,59.0,6.36,6.41,3.95,1
16299,2.0,1,6,0,63.6,62.0,7.97,7.8,5.02,1
16300,1.01,4,1,5,62.2,58.0,6.36,6.41,3.97,1
16301,1.01,4,1,5,60.4,58.0,6.47,6.6,3.95,1
16302,1.01,4,1,5,63.3,56.0,6.34,6.37,4.02,1
16303,1.01,1,1,5,58.0,60.0,6.64,6.68,3.86,1
16304,1.5,1,6,2,64.5,56.0,7.09,7.18,4.6,1
16305,1.07,4,3,5,62.9,59.0,6.49,6.52,4.09,1
16307,1.19,4,2,2,60.8,59.0,6.85,6.89,4.18,1
16310,1.11,3,4,5,61.1,59.0,6.66,6.63,4.06,1
16311,1.04,2,3,5,60.8,57.0,6.55,6.57,3.99,1
16312,1.01,3,3,4,59.8,59.0,6.55,6.5,3.9,1
16313,1.01,4,3,4,63.2,61.0,6.35,6.33,4.01,1
16314,1.01,4,3,4,63.5,59.0,6.36,6.31,4.02,1
16315,1.01,1,3,4,63.7,56.0,6.37,6.29,4.03,1
16317,1.08,2,3,5,62.5,56.0,6.57,6.54,4.1,1
16319,1.22,4,2,2,63.1,58.0,6.8,6.74,4.27,1
16320,1.22,4,3,3,59.2,61.0,6.99,6.92,4.12,1
16321,1.09,2,0,2,61.3,55.9,6.61,6.65,4.06,1
16322,1.08,3,3,5,62.3,58.0,6.54,6.5,4.06,1
16323,1.08,3,3,5,60.1,59.0,6.7,6.64,4.01,1
16324,1.08,2,3,5,62.4,55.0,6.62,6.55,4.11,1
16325,1.08,3,3,4,61.5,61.0,6.62,6.55,4.05,1
16327,1.08,3,3,5,59.4,59.0,6.75,6.68,3.99,1
16328,2.0,0,2,0,66.1,57.0,7.84,7.7,5.14,1
16329,1.08,3,3,5,62.4,57.0,6.56,6.49,4.07,1
16330,1.01,4,2,5,63.3,57.0,6.41,6.33,4.03,1
16331,1.01,3,2,5,61.7,58.0,6.48,6.42,3.98,1
16332,1.01,3,2,5,62.2,60.0,6.4,6.37,3.97,1
16333,1.01,3,2,5,59.3,62.0,6.48,6.44,3.83,1
16334,1.01,3,2,5,59.2,60.0,6.54,6.51,3.86,1
16335,1.01,2,2,5,62.0,56.0,6.51,6.46,4.02,1
16336,1.01,3,2,5,62.8,59.0,6.41,6.33,4.0,1
16337,1.01,4,2,5,63.1,60.0,6.39,6.36,4.02,1
16341,1.11,3,3,5,61.4,58.0,6.7,6.66,4.1,1
16342,2.21,3,4,0,62.2,58.0,8.31,8.27,5.16,1
16343,1.0,2,4,6,61.5,59.0,6.37,6.41,3.93,1
16345,1.29,4,5,5,61.8,58.0,6.94,6.98,4.3,1
16346,1.03,4,3,4,62.2,57.0,6.42,6.47,4.01,1
16347,1.03,4,3,4,63.0,56.0,6.43,6.46,4.06,1
16348,1.08,2,0,2,62.7,57.0,6.52,6.56,4.1,1
16349,1.08,2,0,2,60.3,57.0,6.68,6.71,4.04,1
16350,1.01,4,2,5,63.2,59.0,6.3,6.36,4.0,1
16351,0.3,3,4,5,62.9,59.0,4.3,4.26,2.69,0
16352,0.3,4,4,5,63.5,58.0,4.27,4.24,2.7,0
16353,0.3,3,4,5,63.0,59.0,4.29,4.25,2.69,0
16354,0.3,3,4,5,62.7,59.0,4.26,4.22,2.66,0
16355,0.3,3,4,5,62.7,59.0,4.27,4.22,2.66,0
16356,0.3,3,4,5,62.6,58.0,4.28,4.22,2.66,0
16357,0.3,3,4,5,62.5,59.0,4.28,4.23,2.66,0
16358,0.3,4,4,5,63.5,59.0,4.27,4.2,2.69,0
16359,0.3,1,0,5,64.1,57.0,4.25,4.21,2.71,0
16360,0.3,3,4,5,61.1,61.0,4.32,4.29,2.63,0
16361,0.32,2,1,5,61.4,57.0,4.4,4.46,2.72,0
16362,0.33,3,0,2,60.1,59.0,4.46,4.49,2.69,0
16363,0.33,2,0,2,62.5,54.0,4.43,4.44,2.77,0
16364,0.33,3,0,2,60.3,58.0,4.47,4.49,2.7,0
16365,0.33,4,5,6,61.7,61.0,4.43,4.45,2.74,0
16366,0.33,2,0,2,62.4,54.0,4.41,4.44,2.76,0
16367,0.33,4,0,2,60.0,59.0,4.47,4.5,2.69,0
16368,0.33,3,5,6,61.9,60.0,4.41,4.44,2.74,0
16369,0.33,4,0,2,61.5,60.0,4.41,4.44,2.72,0
16370,0.33,2,0,2,62.7,55.0,4.4,4.44,2.77,0
16371,0.33,3,0,2,60.4,60.0,4.41,4.46,2.68,0
16372,0.33,2,0,2,61.3,56.0,4.44,4.46,2.73,0
16373,0.33,4,0,2,62.8,56.0,4.39,4.43,2.77,0
16374,0.33,4,5,6,62.5,61.0,4.38,4.42,2.75,0
16375,0.33,4,0,2,62.8,55.0,4.41,4.45,2.78,0
16376,0.28,2,0,6,61.7,57.0,4.2,4.23,2.6,0
16377,0.28,4,1,7,58.7,60.0,4.31,4.34,2.54,0
16378,0.33,4,5,6,58.9,61.0,4.52,4.55,2.67,0
16379,0.29,4,2,6,59.8,61.0,4.31,4.35,2.59,0
16380,0.29,4,1,6,59.5,61.0,4.29,4.31,2.56,0
16381,1.18,2,5,4,62.6,55.3,6.73,6.79,4.24,1
16382,1.32,3,2,3,60.6,60.0,7.05,7.1,4.29,1
16383,1.04,4,3,4,63.2,56.0,6.39,6.46,4.06,1
16384,1.22,2,4,2,62.2,56.0,6.84,6.89,4.27,1
16385,1.04,2,3,5,62.8,56.0,6.48,6.42,4.05,1
16386,1.23,4,4,2,62.3,58.0,6.79,6.83,4.24,1
16387,1.32,3,3,2,62.1,59.0,7.03,6.99,4.35,1
16388,1.18,3,2,2,62.3,59.0,6.75,6.67,4.18,1
16389,1.03,1,2,5,63.9,59.0,6.35,6.38,4.07,1
16390,1.03,2,2,5,59.1,55.0,6.6,6.69,3.93,1
16393,1.39,2,5,3,61.6,55.0,7.14,7.18,4.41,1
16394,1.52,3,4,3,60.7,60.0,7.55,7.32,4.5,1
16395,1.05,4,2,5,62.0,56.0,6.48,6.52,4.03,1
16396,1.25,3,5,4,60.4,59.0,6.94,7.01,4.21,1
16397,1.23,1,3,2,63.1,56.0,6.78,6.81,4.29,1
16398,1.09,4,3,4,62.5,59.0,6.56,6.59,4.11,1
16400,1.26,4,4,2,60.6,60.0,6.97,7.0,4.23,1
16401,1.43,2,6,2,62.1,58.0,7.23,7.16,4.47,1
16404,1.28,2,3,3,61.1,58.0,6.98,7.03,4.28,1
16405,0.63,2,0,1,62.5,55.0,5.47,5.5,3.43,1
16406,1.21,4,3,2,61.2,58.0,6.84,6.91,4.21,1
16408,1.01,4,1,5,62.9,57.0,6.34,6.42,4.01,1
16409,1.5,0,3,3,68.5,66.0,6.87,6.76,4.67,1
16410,1.0,1,2,4,57.8,59.0,6.57,6.59,3.8,1
16411,1.0,3,3,4,59.1,61.0,6.54,6.48,3.85,1
16412,1.5,1,3,3,63.6,58.0,7.19,7.09,4.54,1
16413,1.0,4,3,4,63.2,58.0,6.32,6.27,3.98,1
16414,1.52,3,2,3,60.7,61.0,7.47,7.36,4.5,1
16416,1.23,2,0,2,60.9,54.0,7.01,6.96,4.25,1
16417,1.03,2,3,5,61.8,56.0,6.47,6.5,4.01,1
16419,1.17,2,4,5,62.4,58.0,6.73,6.71,4.19,1
16420,1.03,2,3,4,62.1,57.0,6.44,6.47,4.01,1
16421,1.07,2,3,5,62.3,57.0,6.58,6.54,4.09,1
16423,1.21,1,3,7,63.8,55.0,6.74,6.65,4.28,1
16424,1.22,2,3,2,61.6,57.0,6.89,6.81,4.22,1
16426,1.03,2,4,7,62.4,53.0,6.45,6.51,4.05,1
16427,1.08,2,3,5,62.5,57.0,6.56,6.6,4.11,1
16428,1.07,2,1,2,61.4,55.0,6.57,6.62,4.05,1
16430,1.05,2,3,5,61.9,57.0,6.47,6.51,4.03,1
16431,1.08,2,4,4,62.0,55.0,6.56,6.6,4.08,1
16432,1.24,3,3,2,60.5,58.0,7.1,7.05,4.13,1
16433,1.01,4,0,5,59.8,60.0,6.42,6.46,3.85,1
16435,1.02,2,3,4,62.2,57.0,6.43,6.47,4.01,1
16436,1.11,4,1,2,62.4,57.0,6.58,6.6,4.11,1
16437,1.01,1,0,5,62.5,62.0,6.26,6.34,3.94,1
16438,1.04,3,3,5,61.0,59.0,6.53,6.42,3.95,1
16439,1.23,4,5,4,63.1,58.0,6.77,6.91,4.32,1
16440,2.22,0,4,0,70.1,55.0,7.77,7.74,5.44,1
16441,1.33,3,3,3,60.3,58.0,7.16,7.19,4.33,1
16443,1.21,4,4,2,63.5,60.0,6.65,6.61,4.21,1
16444,1.26,4,5,4,61.8,61.0,6.9,6.95,4.28,1
16445,1.28,4,2,2,63.0,56.0,6.9,7.03,4.39,1
16446,1.21,3,4,2,60.5,59.0,6.96,6.89,4.19,1
16447,1.21,3,4,2,62.4,56.0,6.83,6.79,4.25,1
16448,1.0,1,0,2,59.9,62.0,6.41,6.45,3.85,1
16449,1.02,4,3,5,61.9,54.0,6.45,6.48,4.0,1
16453,1.09,4,3,4,59.7,63.0,6.74,6.65,4.0,1
16454,1.35,4,5,2,59.5,58.0,7.28,7.17,4.3,1
16455,1.21,3,4,2,59.8,58.0,6.95,6.9,4.14,1
16456,1.21,2,4,2,62.1,59.0,6.81,6.75,4.21,1
16458,1.01,4,1,5,60.4,57.0,6.45,6.49,3.91,1
16459,1.23,3,4,5,60.6,59.0,6.94,6.89,4.19,1
16460,1.35,3,5,2,59.2,59.0,7.24,7.18,4.27,1
16462,1.43,4,6,5,62.8,56.0,7.13,7.19,4.5,1
16463,1.01,2,0,2,63.0,56.0,6.36,6.41,4.02,1
16464,1.11,3,0,5,59.5,60.0,6.77,6.7,4.01,1
16465,1.28,3,4,2,62.7,58.0,6.88,6.94,4.33,1
16466,1.28,3,4,2,59.9,59.0,7.05,7.08,4.23,1
16467,1.25,2,3,2,62.5,54.0,6.88,6.85,4.29,1
16468,1.02,4,1,5,63.2,60.0,6.34,6.29,3.99,1
16469,1.02,3,1,5,61.6,60.0,6.51,6.42,3.98,1
16471,1.0,2,2,5,61.7,54.0,6.42,6.39,3.95,1
16473,1.34,3,3,3,62.2,56.0,7.08,7.0,4.38,1
16474,1.02,4,1,5,63.3,57.0,6.37,6.43,4.05,1
16476,1.28,3,5,4,61.1,61.0,7.01,6.96,4.27,1
16477,1.34,3,3,3,61.7,58.0,7.1,7.04,4.36,1
16479,1.08,2,3,5,61.3,56.0,6.59,6.62,4.05,1
16482,1.05,2,3,5,61.8,57.0,6.53,6.48,4.02,1
16483,1.05,4,1,5,63.5,57.0,6.51,6.46,4.12,1
16484,1.01,3,2,5,61.6,59.0,6.39,6.43,3.95,1
16485,1.01,2,3,5,62.1,58.0,6.38,6.43,3.98,1
16486,1.07,2,0,2,60.7,57.0,6.61,6.64,4.02,1
16487,1.29,3,4,2,61.6,57.0,7.02,6.97,4.31,1
16488,1.29,3,4,2,62.9,59.0,7.0,6.84,4.35,1
16491,1.29,2,4,2,61.6,57.0,7.0,6.95,4.3,1
16492,1.04,2,3,5,62.5,57.0,6.46,6.49,4.05,1
16493,1.04,3,3,5,60.1,59.0,6.56,6.59,3.95,1
16494,1.11,3,2,5,63.0,56.0,6.62,6.49,4.15,1
16495,1.02,2,3,5,62.6,56.0,6.4,6.44,4.02,1
16496,1.09,3,3,5,59.7,58.0,6.74,6.7,4.01,1
16497,2.01,4,4,0,58.1,63.0,8.3,8.19,4.79,1
16498,1.11,4,3,5,62.2,55.0,6.61,6.67,4.13,1
16499,1.11,4,3,5,60.8,58.0,6.65,6.7,4.06,1
16500,1.28,3,4,2,62.0,62.0,6.93,6.87,4.28,1
16503,1.36,4,2,2,62.8,53.0,7.05,7.1,4.45,1
16504,1.02,4,0,5,62.3,57.0,6.41,6.47,4.01,1
16505,2.1,0,3,0,67.4,59.0,7.82,7.76,5.24,1
16506,2.1,0,3,0,64.6,58.0,8.05,8.01,5.19,1
16507,1.26,2,4,3,61.8,54.0,6.95,6.99,4.31,1
16508,1.26,2,5,2,62.6,57.0,6.89,6.92,4.32,1
16509,1.02,4,2,5,63.3,59.0,6.4,6.37,4.04,1
16510,1.02,2,2,5,62.7,54.0,6.5,6.42,4.05,1
16511,1.53,4,4,3,60.6,63.0,7.43,7.38,4.49,1
16512,1.02,3,2,5,61.3,58.0,6.54,6.42,3.97,1
16513,1.01,4,2,5,60.0,63.0,6.46,6.48,3.88,1
16514,1.0,2,1,5,61.6,57.0,6.38,6.44,3.95,1
16515,1.0,3,1,5,62.7,59.0,6.31,6.38,3.98,1
16516,1.0,4,1,5,62.8,60.0,6.32,6.36,3.98,1
16517,1.0,3,1,5,60.0,60.0,6.43,6.43,3.89,1
16518,1.0,3,1,5,61.5,58.0,6.39,6.42,3.94,1
16519,1.0,4,1,5,62.8,57.0,6.34,6.37,3.99,1
16520,1.0,3,1,5,61.8,59.0,6.38,6.41,3.95,1
16521,1.0,4,1,5,62.1,59.0,6.34,6.38,3.95,1
16525,1.33,4,3,3,62.0,59.0,7.1,7.04,4.38,1
16526,1.05,2,3,5,60.8,57.0,6.65,6.58,4.02,1
16527,1.05,2,3,5,62.8,57.0,6.49,6.45,4.06,1
16529,1.26,2,3,4,62.3,57.0,6.93,6.87,4.3,1
16530,1.05,2,3,5,61.9,56.0,6.56,6.52,4.05,1
16531,1.04,1,2,5,63.7,58.0,6.34,6.43,4.07,1
16532,1.0,3,3,4,62.4,59.0,6.35,6.4,3.98,1
16533,1.01,3,1,5,62.4,60.0,6.43,6.39,4.0,1
16534,1.01,1,1,5,56.7,61.0,6.71,6.66,3.79,1
16535,1.01,3,1,5,60.8,60.0,6.46,6.43,3.92,1
16536,1.01,3,1,5,62.5,58.0,6.44,6.4,4.01,1
16537,1.01,3,1,5,62.9,59.0,6.36,6.3,3.98,1
16538,1.21,3,4,4,61.9,60.0,6.88,6.78,4.23,1
16539,1.22,4,0,3,59.0,58.0,6.96,7.08,4.14,1
16540,1.0,2,4,7,62.9,55.0,6.34,6.39,4.0,1
16541,0.63,2,0,1,62.5,55.0,5.5,5.47,3.43,1
16542,1.25,2,3,2,60.4,57.0,7.03,7.0,4.24,1
16543,1.22,3,4,5,62.3,58.0,6.85,6.77,4.24,1
16544,1.0,3,2,5,61.7,56.0,6.48,6.39,3.97,1
16545,1.0,3,2,5,62.7,58.0,6.4,6.33,3.99,1
16546,1.37,4,3,3,62.8,57.0,7.06,7.12,4.45,1
16547,1.07,4,3,4,58.6,60.0,6.65,6.76,3.93,1
16548,1.03,2,0,2,61.3,56.0,6.48,6.54,3.99,1
16550,1.0,2,3,5,62.1,57.0,6.42,6.37,3.97,1
16551,1.02,4,1,5,59.2,58.0,6.52,6.58,3.88,1
16552,1.01,1,0,4,61.1,56.0,6.36,6.43,3.91,1
16553,1.01,4,3,4,59.1,58.0,6.56,6.63,3.9,1
16554,1.01,4,3,4,62.2,53.0,6.48,6.54,4.05,1
16555,1.02,2,4,7,62.0,56.0,6.42,6.45,3.99,1
16556,1.01,1,3,4,57.7,63.0,6.55,6.65,3.81,1
16557,1.02,2,2,5,62.7,57.0,6.44,6.47,4.05,1
16558,1.33,3,4,5,59.9,60.0,7.13,7.09,4.26,1
16561,1.04,2,3,5,61.6,55.0,6.51,6.55,4.02,1
16562,1.09,2,3,5,60.9,57.0,6.69,6.72,4.08,1
16563,1.23,2,4,2,62.4,54.0,6.83,6.89,4.28,1
16564,1.01,3,3,4,62.3,59.0,6.42,6.38,3.99,1
16565,1.01,4,3,4,63.2,58.0,6.38,6.34,4.02,1
16566,1.01,3,3,4,62.8,59.0,6.37,6.34,3.99,1
16567,1.01,3,3,4,62.6,59.0,6.43,6.38,4.01,1
16568,1.01,2,3,4,61.8,57.0,6.45,6.4,3.97,1
16569,1.01,1,3,4,63.7,57.0,6.37,6.32,4.04,1
16570,1.01,2,3,4,61.2,57.0,6.47,6.41,3.94,1
16571,1.01,3,3,4,60.2,59.0,6.58,6.51,3.94,1
16572,1.01,3,3,4,62.7,58.0,6.41,6.38,4.01,1
16573,1.01,3,3,4,62.6,59.0,6.46,6.38,4.02,1
16574,1.01,2,3,5,61.4,58.0,6.47,6.44,3.97,1
16575,1.0,4,2,5,61.1,60.0,6.36,6.43,3.91,1
16577,1.04,2,4,7,62.2,55.0,6.48,6.52,4.04,1
16578,1.14,3,3,5,61.2,58.0,6.75,6.71,4.12,1
16580,1.21,2,4,2,60.3,60.0,6.9,6.87,4.15,1
16581,1.22,3,4,2,62.0,58.0,6.81,6.76,4.21,1
16583,1.01,4,1,5,59.9,57.0,6.52,6.57,3.92,1
16584,1.02,4,3,4,62.4,58.0,6.37,6.42,3.99,1
16585,1.08,3,0,2,62.8,58.0,6.62,6.51,4.12,1
16586,1.08,4,4,6,63.1,57.0,6.57,6.52,4.13,1
16587,1.24,4,4,2,62.4,58.0,6.93,6.82,4.29,1
16588,1.01,1,2,4,61.8,57.0,6.34,6.44,3.95,1
16589,1.02,3,2,5,61.8,56.0,6.54,6.46,4.02,1
16590,1.36,3,6,5,61.9,59.0,7.09,7.06,4.38,1
16593,1.03,3,3,4,62.2,59.0,6.41,6.46,4.0,1
16594,1.03,4,3,4,60.7,58.0,6.5,6.55,3.96,1
16595,1.39,4,3,3,61.5,62.0,7.09,7.16,4.38,1
16596,1.14,2,4,5,62.0,54.0,6.72,6.74,4.17,1
16597,1.04,2,3,5,61.9,57.0,6.48,6.5,4.02,1
16598,1.21,2,4,2,62.1,56.0,6.81,6.84,4.23,1
16599,1.57,3,6,5,59.9,57.0,7.56,7.52,4.52,1
16601,1.01,4,0,2,62.1,59.0,6.37,6.41,3.97,1
16603,1.91,0,4,3,64.6,56.0,7.76,7.7,4.99,1
16604,1.02,4,2,5,59.9,56.0,6.56,6.6,3.94,1
16605,1.01,4,3,4,64.4,59.0,6.26,6.31,4.05,1
16606,1.04,2,3,4,61.1,56.0,6.58,6.55,4.01,1
16609,1.55,3,6,3,62.6,60.0,7.36,7.3,4.59,1
16610,1.69,2,4,0,62.0,56.0,7.61,7.66,4.73,1
16612,1.03,2,4,7,62.2,55.0,6.43,6.49,4.03,1
16613,1.24,2,6,5,62.1,56.0,6.86,6.9,4.27,1
16615,1.52,3,5,2,58.8,61.0,7.5,7.46,4.4,1
16616,1.54,3,5,3,62.4,59.0,7.33,7.35,4.58,1
16617,1.21,3,4,2,60.2,58.0,6.93,6.88,4.16,1
16618,1.0,3,2,5,61.9,59.0,6.41,6.36,3.95,1
16619,1.0,3,2,5,60.5,59.0,6.57,6.39,3.92,1
16620,1.0,4,3,4,62.4,57.0,6.38,6.41,3.99,1
16621,1.09,2,4,4,61.3,54.0,6.66,6.68,4.09,1
16623,1.07,3,3,5,62.9,59.0,6.52,6.49,4.09,1
16624,1.07,3,3,5,62.5,57.0,6.58,6.5,4.09,1
16625,1.03,2,3,5,62.8,55.0,6.48,6.44,4.05,1
16626,1.38,3,4,3,62.1,60.0,7.13,7.08,4.41,1
16627,1.02,2,3,5,62.3,55.0,6.45,6.48,4.03,1
16628,1.02,2,3,5,61.7,56.0,6.44,6.52,4.0,1
16629,1.07,2,3,5,62.4,55.0,6.53,6.58,4.09,1
16630,1.01,4,2,5,60.6,55.0,6.5,6.56,3.96,1
16631,1.09,1,4,7,58.8,61.0,6.72,6.78,3.97,1
16632,1.01,0,2,4,61.7,61.0,6.6,6.49,4.04,1
16633,1.12,2,3,5,62.0,56.0,6.64,6.69,4.13,1
16635,1.02,3,2,5,62.4,59.0,6.4,6.45,4.01,1
16637,1.21,4,5,7,61.1,57.0,6.83,6.85,4.18,1
16638,2.25,0,4,0,67.7,58.0,8.01,7.97,5.41,1
16640,1.32,3,5,2,60.3,60.0,7.14,7.09,4.29,1
16642,1.04,1,2,4,63.9,55.0,6.49,6.4,4.12,1
16647,1.22,2,4,2,61.8,57.0,6.83,6.85,4.23,1
16649,1.22,4,3,2,61.8,58.0,6.82,6.88,4.23,1
16650,1.26,3,2,3,61.3,58.0,6.99,6.91,4.26,1
16651,1.02,4,2,5,63.2,57.0,6.34,6.41,4.03,1
16652,1.03,2,3,4,63.0,56.0,6.46,6.43,4.06,1
16653,1.03,3,3,4,62.2,57.0,6.47,6.42,4.01,1
16654,1.53,0,6,5,64.7,58.0,7.24,7.22,4.68,1
16655,1.21,2,2,2,61.1,55.0,6.87,6.85,4.19,1
16656,1.21,3,2,2,60.0,60.0,6.96,6.91,4.16,1
16658,1.32,3,2,3,60.6,60.0,7.1,7.05,4.29,1
16659,1.25,2,4,2,62.2,57.0,6.86,6.9,4.28,1
16660,1.22,3,4,4,63.0,59.0,6.8,6.73,4.26,1
16661,1.18,2,5,4,62.6,55.0,6.79,6.73,4.24,1
16662,1.03,4,2,4,61.7,56.0,6.47,6.49,4.0,1
16663,1.56,4,6,3,61.4,58.0,7.4,7.45,4.56,1
16664,1.56,4,6,3,62.0,57.0,7.37,7.44,4.59,1
16665,1.19,2,4,5,62.1,59.0,6.82,6.73,4.21,1
16666,1.03,1,2,5,63.9,59.0,6.38,6.35,4.07,1
16667,1.03,2,2,5,60.7,56.0,6.58,6.56,3.99,1
16670,1.01,2,3,5,60.9,57.0,6.48,6.51,3.95,1
16671,1.25,3,5,4,60.4,59.0,7.01,6.94,4.21,1
16672,1.26,3,4,2,62.2,58.0,6.93,6.87,4.29,1
16673,1.0,2,0,2,62.5,55.0,6.42,6.34,3.99,1
16674,1.23,4,3,2,63.1,56.0,6.81,6.78,4.29,1
16676,1.01,4,1,5,61.9,55.0,6.38,6.44,3.97,1
16677,1.01,4,1,5,62.9,58.0,6.36,6.39,4.01,1
16678,1.01,4,1,5,62.7,57.0,6.31,6.36,3.97,1
16679,1.01,1,1,5,63.5,58.0,6.34,6.36,4.03,1
16680,1.01,1,1,5,63.4,60.0,6.31,6.37,4.02,1
16681,0.32,2,4,3,61.4,56.0,4.4,4.43,2.71,0
16682,0.29,2,3,2,62.1,54.0,4.25,4.29,2.65,0
16683,0.25,2,5,6,61.9,55.0,4.07,4.1,2.53,0
16684,0.31,2,5,5,61.2,55.0,4.36,4.4,2.68,0
16685,0.31,2,4,3,61.1,56.0,4.4,4.42,2.69,0
16686,0.31,2,4,3,61.3,55.0,4.35,4.38,2.67,0
16687,0.31,2,4,3,61.0,56.0,4.36,4.39,2.67,0
16688,0.31,2,1,3,59.5,61.0,4.42,4.45,2.64,0
16689,0.31,2,4,2,61.3,55.0,4.35,4.39,2.68,0
16690,0.31,2,4,2,61.3,55.0,4.36,4.41,2.69,0
16691,0.31,2,4,2,61.3,57.0,4.36,4.38,2.68,0
16692,0.36,3,6,2,61.3,60.0,4.52,4.59,2.79,0
16693,0.3,4,4,2,62.2,60.0,4.24,4.28,2.65,0
16694,0.32,1,5,2,63.5,57.0,4.3,4.33,2.74,0
16695,0.3,4,4,2,62.6,58.0,4.22,4.28,2.66,0
16696,0.32,2,3,3,62.5,55.0,4.37,4.4,2.74,0
16697,0.32,1,2,3,63.1,56.0,4.34,4.38,2.75,0
16698,0.32,3,6,4,61.9,58.0,4.33,4.39,2.7,0
16699,0.3,4,4,2,62.9,57.0,4.28,4.31,2.7,0
16700,0.3,1,4,2,63.7,56.0,4.2,4.22,2.68,0
16701,0.32,3,6,4,61.7,58.0,4.38,4.4,2.71,0
16702,0.3,2,4,2,62.6,55.0,4.28,4.32,2.69,0
16703,0.3,4,4,2,61.6,62.0,4.24,4.3,2.63,0
16704,0.32,2,6,4,61.3,57.0,4.41,4.43,2.71,0
16705,0.3,4,4,2,59.4,63.0,4.35,4.4,2.6,0
16706,0.3,3,4,2,61.2,60.0,4.29,4.31,2.63,0
16707,0.32,4,2,3,62.6,56.0,4.37,4.41,2.75,0
16708,0.3,1,4,2,63.4,58.0,4.26,4.29,2.71,0
16709,0.32,1,2,3,63.5,56.0,4.35,4.37,2.77,0
16710,0.3,4,1,3,61.7,61.0,4.29,4.33,2.66,0
16711,0.31,4,2,5,58.8,58.0,4.45,4.49,2.63,0
16712,0.31,2,4,7,61.4,55.0,4.37,4.39,2.69,0
16713,0.31,2,4,7,61.4,56.0,4.38,4.41,2.7,0
16714,0.31,2,4,7,62.2,54.0,4.36,4.38,2.72,0
16715,0.39,2,5,2,62.1,55.0,4.66,4.71,2.91,0
16716,0.3,2,2,2,61.9,57.0,4.28,4.31,2.66,0
16717,0.3,2,2,2,61.2,55.0,4.35,4.37,2.67,0
16718,0.3,2,2,2,60.6,57.0,4.34,4.37,2.64,0
16719,0.3,4,0,5,62.9,55.0,4.31,4.34,2.72,0
16720,0.31,4,1,4,64.0,55.0,4.29,4.33,2.76,0
16721,0.3,2,4,7,62.3,54.4,4.28,4.32,2.68,0
16722,0.32,2,2,5,60.9,56.0,4.41,4.45,2.7,0
16723,0.33,2,4,4,61.6,55.0,4.46,4.48,2.75,0
16724,0.33,2,4,4,62.6,56.0,4.39,4.42,2.75,0
16725,0.38,2,5,2,61.7,56.0,4.64,4.67,2.87,0
16726,0.33,3,4,2,63.0,58.0,4.42,4.4,2.78,0
16727,0.33,2,4,2,63.0,57.0,4.41,4.39,2.77,0
16728,0.3,4,0,4,61.2,55.0,4.32,4.34,2.65,0
16729,0.3,1,0,4,64.3,56.0,4.22,4.27,2.73,0
16730,0.3,3,0,4,60.2,59.0,4.39,4.42,2.65,0
16732,0.4,4,1,3,58.7,57.0,4.88,4.94,2.88,0
16733,0.4,4,1,3,61.6,55.0,4.75,4.83,2.95,0
16740,0.28,4,1,7,61.4,55.0,4.22,4.25,2.6,0
16741,1.01,3,1,5,62.0,59.0,6.44,6.46,4.0,1
16742,1.01,4,1,5,60.4,58.0,6.47,6.51,3.92,1
16747,1.33,3,2,3,59.9,58.0,7.13,7.17,4.28,1
16749,1.01,4,3,4,60.9,60.0,6.47,6.43,3.93,1
16750,1.04,4,3,4,63.1,57.0,6.39,6.44,4.05,1
16751,1.01,3,3,7,58.5,59.0,6.66,6.6,3.88,1
16752,1.25,2,1,3,62.3,57.0,6.83,6.88,4.27,1
16753,1.01,3,1,4,61.2,61.0,6.41,6.33,3.9,1
16754,1.01,3,3,7,62.0,56.0,6.49,6.41,4.0,1
16756,1.45,4,6,5,62.8,57.0,7.14,7.17,4.49,1
16757,1.01,2,2,5,60.3,56.0,6.5,6.56,3.94,1
16758,1.01,2,3,4,62.4,56.0,6.39,6.44,4.0,1
16760,1.21,4,4,5,62.9,58.0,6.74,6.78,4.25,1
16762,1.01,3,2,5,60.3,59.0,6.52,6.45,3.91,1
16764,0.8,2,2,1,60.8,56.0,5.99,6.05,3.66,1
16768,1.18,2,5,7,62.7,55.0,6.7,6.79,4.23,1
16769,1.01,4,2,4,63.9,55.0,6.28,6.36,4.04,1
16770,0.9,2,3,6,61.5,56.0,6.22,6.24,3.83,1
16772,1.14,1,3,5,63.2,58.0,6.63,6.67,4.2,1
16773,1.23,2,4,2,61.5,57.0,6.92,6.89,4.25,1
16775,1.02,2,3,4,62.2,57.0,6.47,6.43,4.01,1
16776,1.12,3,3,5,62.3,59.0,6.71,6.61,4.15,1
16777,1.12,2,3,5,60.8,57.0,6.74,6.69,4.08,1
16778,1.02,3,3,4,61.0,58.0,6.55,6.49,3.98,1
